scheme_name,scheme_link,state,category,description
Uniform Assistance To SC Students,https://www.myscheme.gov.in/schemes/uascs,Gujarat,Social welfare & Empowerment,The Government of Gujarat launched a financial Assistance scheme for the student who comes under the scheduled caste.
Shri Vajpayee Bankable Yojana,https://www.myscheme.gov.in/schemes/svby,Gujarat,"Banking,Financial Services and Insurance","A scheme for providing financial assistance to the craftsmen of Cottage Industries through Nationalised Banks, Cooperative banks, Public sector Banks or Private Banks."
AGR 3 (Farm Mechanization) Scheme For ST Farmers,https://www.myscheme.gov.in/schemes/agr3fmsstf,Gujarat,"Agriculture,Rural & Environment","The scheme “AGR 3 (Farm Mechanization) Scheme for ST Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat."
AGR-50 Scheme-Assistance To Purchase Tractors,https://www.myscheme.gov.in/schemes/agr50s-apt,Gujarat,"Agriculture,Rural & Environment","The scheme “AGR-50 Scheme-Assistance to Purchase Tractors” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat in the year 2011-12. The scheme was implemented for the farmers to help in buying the tractor in the state."
Stipend Scheme For Poultry Farming Training For Schedule Caste,https://www.myscheme.gov.in/schemes/sspftsc,Gujarat,"Agriculture,Rural & Environment, Skills & Employment","The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training."
Stipend Scheme For Poultry Farming Training For Divyang People,https://www.myscheme.gov.in/schemes/sspftdp,Gujarat,"Agriculture,Rural & Environment, Skills & Employment","The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training."
AGR 4 (Farm Mechanization) Scheme For SC Farmers,https://www.myscheme.gov.in/schemes/agr4fmsscf,Gujarat,"Agriculture,Rural & Environment","The scheme “AGR 4 (Farm Mechanization) Scheme for SC Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat."
Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Tribe,https://www.myscheme.gov.in/schemes/ssiemafst,Gujarat,"Agriculture,Rural & Environment","The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Tribe” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat."
Subsidy Scheme On Establishment Of 25 R.I.R. Birds' Unit For Weaker Section,https://www.myscheme.gov.in/schemes/sse25rbuwse,Gujarat,"Agriculture,Rural & Environment, Business & Entrepreneurship","The scheme “Subsidy Scheme on Establishment of 25 R.I.R. Birds' Unit for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide employment, nutritious diet and to raise the income of weaker section people of the society."
"Coaching Assistance Scheme For Scheduled Caste Students For Pre-Exam Preparation Like NEET, JEE, GUJCET",https://www.myscheme.gov.in/schemes/casscsppnjg,Gujarat,Education & Learning,"The scheme “Coaching Assistance Scheme for Scheduled Caste Students for Pre-Exam Preparation like NEET, JEE, GUJCET” was launched by the Govt. of Gujarat during the year 2014-15 to provide coaching assistance to students of Scheduled Caste category who are preparing for exams like NEET, JEE, GUJCET."
Educational Award Scheme - Gujarat Labour Welfare Board,https://www.myscheme.gov.in/schemes/eas-glwb,Gujarat,"Education & Learning, Social welfare & Empowerment",The scheme has been implemented by the Gujarat Labour Welfare Board to encourage the children (students) of the Labours to increase their enthusiasm and to get higher education through it.
Shramyogi Home Town Scheme- Gujarat Labour Welfare Board,https://www.myscheme.gov.in/schemes/smts-glwb,Gujarat,Social welfare & Empowerment,"The objective of the scheme is to facilitate the payment of railway fares for migrant labourers employed in the organized sector in Gujarat, enabling them to travel to or from their home country to the nearest railway station."
Home Loan Interest Subsidy Scheme- Gujarat Labour Welfare Board,https://www.myscheme.gov.in/schemes/hliss-glwb,Gujarat,"Banking,Financial Services and Insurance, Housing & Shelter","Under the scheme, a 3% Interest Subsidy is provided to workers who are employed in the organized sector to buy their own house and get relief from interest deductions on loans taken from banks."
Private Tuition Assistance to Scheduled Caste Students Studying in Standard 11th & 12th (Science Stream),https://www.myscheme.gov.in/schemes/ptascsss1112ss,Gujarat,Education & Learning,"Under the scheme, financial assistance is provided to Scheduled Caste (SC) students who are studying in Standard 11th and 12th (Science Stream) and have obtained 70% or more marks in the 10th Standard for private coaching."
Food Bill Assistance to SC Students,https://www.myscheme.gov.in/schemes/fbascs,Gujarat,"Education & Learning, Social welfare & Empowerment","The food bill assistance at the rate of ₹1,500/- per month (Up to 10 Months) will be granted to the Scheduled Caste (SC) students admitted in college-affiliated hostels."
Marriage Assistance Scheme- Gujarat Labour Welfare Board,https://www.myscheme.gov.in/schemes/mas-glwb,Gujarat,Social welfare & Empowerment,"Under the scheme, financial assistance is provided to female workers who are working in a factory/organization in the state of Gujarat after their marriage."
Dr. Baba Saheb Ambedkar Loan for Higher Study in Foreign Countries,https://www.myscheme.gov.in/schemes/dbsalhsifc,Gujarat,Education & Learning,"Under this scheme, a loan of ₹15 lakhs is provided at an interest rate of 4% to offer financial assistance to bright career students of the Scheduled Castes who cannot go abroad for higher studies due to the their poor economic condition."
Special Scholarship to Students Belonging to the Most Backward Castes among Scheduled Castes (Vandaniya Sant Shri Vasiyadada Scholarship),https://www.myscheme.gov.in/schemes/sssbmbcascvssvs,Gujarat,Education & Learning,This scheme offers special scholarships to students from the Most Backward Castes among the Scheduled Castes category who are enrolled in Standards I to X.
Dr. Savitaben Ambedkar Inter Caste Marriage Assistance Scheme,https://www.myscheme.gov.in/schemes/dsaicmas,Gujarat,Social welfare & Empowerment,The scheme has been implemented as part of social empowerment by addressing inequality through marriages between individuals from Scheduled Castes of Hinduism and those from castes other than Scheduled Castes of Hinduism.
Fodder Minikits under Tribal Area Sub Plan (TASP) Scheme (ST Category),https://www.myscheme.gov.in/schemes/fmtaspsstc,Gujarat,"Agriculture,Rural & Environment","The scheme “Fodder Minikits under Tribal Area Sub Plan (TASP) Scheme” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to Scheduled Tribe beneficiaries for widespread publicity, demonstration, and adaptation by farmers."
Dr. P. G. Solanki Scheme for Loan/Assistance to Medical Post Graduate Doctors of Scheduled Caste,https://www.myscheme.gov.in/schemes/dpgsslampgdsc,Gujarat,"Banking,Financial Services and Insurance","Under the scheme, loans/financial assistance is given to the Scheduled Caste Medical Post Graduate (M.D/M.S) Doctors to start their independent profession, clinic consultation room, etc."
Dr. Ambedkar Awas Yojana,https://www.myscheme.gov.in/schemes/daay,Gujarat,Housing & Shelter,"Under the scheme, financial assistance of ₹1,20,000/- is provided to Scheduled Caste individuals who do not own a residential home, have an old rough residential home, or own a plot for residence, and who belong to the Below Poverty Line (BPL) category for the construction of a house."
Disable Marriage Scheme (Divyang Lagna Sahay),https://www.myscheme.gov.in/schemes/dmadls,Gujarat,Social welfare & Empowerment,"Under this scheme, financial assistance is provided to persons with disabilities when a person with a disability marries another person with a disability, as well as when a non-disabled person marries someone with a disability."
Ganga Swarupa Pension Scheme,https://www.myscheme.gov.in/schemes/gspsg,Gujarat,Social welfare & Empowerment,"The scheme provides financial assistance to widowed women, ensuring self-reliance through monthly pensions."
Shaktidoot Scheme,https://www.myscheme.gov.in/schemes/ssg,Gujarat,Sports & Culture,"The ""Shaktidoot Scheme"", an initiative by the Gujarat Government in 2006, supports talented sportspersons in achieving excellence at national and international levels by providing need-based sports facilities and financial assistance."
Mukhyamantri Apprenticeship Yojana,https://www.myscheme.gov.in/schemes/mayg,Gujarat,Education & Learning,"The scheme aims to enhance the employability of Gujarat's youth through apprenticeship training, offering financial incentives to employers, and promoting skill development across various industries."
Self-Employment Scheme: Transport/ Logistics/ Travels/ Food Court Wyaaj Sahaay,https://www.myscheme.gov.in/schemes/sestltf,Gujarat,"Banking,Financial Services and Insurance, Business & Entrepreneurship","""Transport/ Logistics/ Travels/ Food Court Wyaaj Sahaay"" is a component under the ""Self-Employment Scheme"" that provides 5% interest subsidy on a bank loan of ₹6,00,000/- for purchasing vehicles and setting up the required infrastructure."
Self-Employment Scheme: Vahan Loan Sahay Yojana,https://www.myscheme.gov.in/schemes/vlsy,Gujarat,"Banking,Financial Services and Insurance, Business & Entrepreneurship","""Vahan Loan Sahay Yojana"" is a component under the ""Self-Employment Scheme"" that provides on-road unit cost to self-employed individuals for purchasing vehicles such as rickshaws, loading rickshaws, Maruti cars, and jeep taxis."
